Node-Id,Node-Title,inDegreeCentrality-3-Twitter JSON all,inDegreeCentrality-3-Twitter JSON all-unscaled,
"LAT: 18.50361, LON: -77.91333",Jamaica,0,1,
"LAT: 18.52187, LON: -77.81065",Jamaica,0,1,
"LAT: 18.46670, LON: -77.91670",Jamaica,3.699e-06,9,
"LAT: 18.25417, LON: -78.36344",Jamaica,1.233e-06,3,
"LAT: 38.81774, LON: -76.75106","Maryland, USA",0,1,
"LAT: 38.90374, LON: -76.88861","Summerfield, MD",0,1,
"LAT: 40.69230, LON: -73.99867","Brooklyn, NY",0,1,
"LAT: 40.77474, LON: -73.97626","Manhattan, NY",0,2,
"LAT: 38.03450, LON: -78.48650","Charlottesville, VA",0,1,
"LAT: 38.89673, LON: -77.06194","Roosevelt Island, DC",0,1,
"LAT: 38.83310, LON: -76.78780","Westphalia, MD",0,2,
"LAT: 38.90387, LON: -77.04983","Washington, DC",0,2,
"LAT: 39.43190, LON: -77.80610","Shepherdstown, WV",0,1,
"LAT: 38.85261, LON: -77.30438","Fairfax, VA",0,2,
"LAT: 38.96186, LON: -77.08466","Bethesda, MD",0,1,
"LAT: 29.94735, LON: -90.06347","New Orleans, LA",0,2,
"LAT: 38.89512, LON: -77.02196","Washington, DC",0,2,
"LAT: 10.39425, LON: -75.55988","Cartagena, Colombia",0,1,
"LAT: 43.34759, LON: -70.47222",United States,0,1,
"LAT: 38.90491, LON: -77.06131","Washington, DC",0,1,
"LAT: 33.76267, LON: -84.38733","Atlanta, GA",0,1,
"LAT: 27.97360, LON: -82.76430","Clearwater, FL",0,1,
"LAT: 40.58469, LON: -74.61317","Bridgewater, NJ",0,2,
"LAT: 38.85225, LON: -77.04243","District of Columbia, USA",0,1,
"LAT: 38.02993, LON: -78.47921","Charlottesville, VA",0,1,
"LAT: 38.02946, LON: -78.47952","Charlottesville, VA",0,1,
"LAT: 38.03000, LON: -78.47927","Charlottesville, VA",0,1,
"LAT: 38.03001, LON: -78.47914","Charlottesville, VA",0,1,
"LAT: 38.98563, LON: -77.53649","Brambleton, VA",0,1,
"LAT: 37.10560, LON: 25.37640","Naxos, Greece",2.055e-06,5,
"LAT: 33.43767, LON: -79.11754","Pawleys Island, SC",0,1,
"LAT: 34.59670, LON: 43.67690",Iraq,0,1,
"LAT: -41.15784, LON: -71.31660","San Carlos de Bariloche, Argentina",1.233e-06,3,
"LAT: 39.45000, LON: -76.56670","Maryland, USA",0,1,
"LAT: 40.76069, LON: -73.97982","Manhattan, NY",0,1,
"LAT: -1.28333, LON: 36.81670","Nairobi, Kenya",0,1,
"LAT: 14.60420, LON: 120.98200","Manila City, National Capital Region",0,1,
"LAT: 39.00240, LON: -77.04630","Silver Spring, MD",0,1,
"LAT: 34.46035, LON: -119.24955","Ojai, CA",0,1,
"LAT: 29.95712, LON: -90.06497","New Orleans, LA",0,1,
"LAT: 14.98898, LON: 102.11730","Nakhon Ratchasima, Thailand",0,1,
"LAT: 38.91518, LON: -77.02178","Washington, DC",0,2,
"LAT: 39.32195, LON: -77.73323","West Virginia, USA",0,1,
"LAT: 37.95170, LON: -122.07200","Pleasant Hill, CA",0,1,
"LAT: 39.06792, LON: -76.51173","Arnold, MD",0,1,
"LAT: 49.25000, LON: -123.10000","Vancouver, British Columbia",0,1,
"LAT: 39.07020, LON: -76.99038","Colesville, MD",0,1,
"LAT: 35.24201, LON: -82.75449","North Carolina, USA",0,1,
"LAT: 42.38129, LON: -82.94003","Grosse Pointe Park, MI",0,1,
"LAT: 39.13450, LON: -77.71120","Purcellville, VA",0,1,
"LAT: -41.12131, LON: -71.36828","San Carlos de Bariloche, Argentina",0,1,
"LAT: 39.29690, LON: -76.68080","Baltimore, MD",0,1,
"LAT: 38.94509, LON: -77.09626","Washington, DC",0,1,
"LAT: 37.56279, LON: -77.46455","Richmond, VA",0,2,
"LAT: 42.34110, LON: -82.97976","Detroit, MI",0,1,
"LAT: 38.90060, LON: -77.02937","Washington, DC",0,1,
"LAT: 38.38931, LON: -78.45271","Virginia, USA",0,1,
"LAT: 38.90953, LON: -77.04067","Washington, DC",0,1,
"LAT: 42.33070, LON: -71.13360","Brookline, MA",0,1,
"LAT: 42.37418, LON: -71.11424","Cambridge, MA",0,1,
"LAT: 25.28650, LON: 51.53355","Doha, Qatar",0,1,
"LAT: 38.91687, LON: -77.03240","Washington, DC",0,1,
"LAT: 45.66115, LON: -95.99980","Minnesota, USA",0,1,
"LAT: 38.97915, LON: -77.16312","Cabin John, MD",0,1,
"LAT: 40.77390, LON: -80.76750","Lisbon, OH",1.233e-06,3,
"LAT: 31.20000, LON: 121.50000","Shanghai, People's Republic of China",1.233e-06,3,
"LAT: 31.22000, LON: 121.41600","Shanghai, People's Republic of China",0,1,
"LAT: 39.34043, LON: 2.98892","Campos, España",0,1,
"LAT: 39.51443, LON: 2.48156","Calvià, Spain",0,1,
"LAT: 39.56670, LON: 2.65000","Palma, Spain",0,1,
"LAT: 39.25957, LON: -106.29375","Leadville North, CO",0,1,
"LAT: 39.25950, LON: -106.29375","Leadville North, CO",0,1,
"LAT: -42.72002, LON: 147.19504","Dromedary, Hobart",0,1,
"LAT: 48.67135, LON: 2.37947","Viry-Châtillon, France",0,1,
"LAT: 38.58748, LON: -75.06026","Delaware, USA",0,1,
"LAT: 38.92836, LON: -77.04202","Washington, DC",0,1,
"LAT: 31.23220, LON: 121.41364","Shanghai, People's Republic of China",0,1,
"LAT: 39.00127, LON: -77.24745","Potomac, MD",0,1,
"LAT: 38.41344, LON: -122.84386","California, USA",0,2,
"LAT: 38.91063, LON: -77.04775","Washington, DC",0,1,
"LAT: 40.74250, LON: -73.97194","Manhattan, NY",0,1,
"LAT: 40.75937, LON: -73.97468","Manhattan, NY",0,1,
"LAT: 33.34816, LON: -111.98190","Phoenix, AZ",0,1,
"LAT: 38.93025, LON: -77.05191","Washington, DC",0,1,
"LAT: 38.90021, LON: -76.99842","Washington, DC",0,1,
"LAT: 38.39858, LON: -122.84049","Sebastopol, CA",0,1,
"LAT: 38.88680, LON: -77.01050","Washington, DC",0,2,
"LAT: 29.92112, LON: -90.09923","New Orleans, LA",0,1,
"LAT: 39.19425, LON: -75.52388","Delaware, USA",0,2,
"LAT: 38.86510, LON: -77.03910","Arlington, VA",0,1,
"LAT: 33.68364, LON: -111.96607","Phoenix, AZ",0,1,
"LAT: 38.89430, LON: -77.04511",The White House,0,1,
"LAT: 43.55103, LON: 7.01795","Cannes, France",0,1,
"LAT: 43.73490, LON: 7.42034",Monaco,0,1,
"LAT: 43.54666, LON: 7.01450","Cannes, France",0,1,
"LAT: 43.95050, LON: 4.80652","Avignon, France",0,1,
"LAT: 38.90103, LON: -77.02917","Washington, DC",0,1,
"LAT: 39.79861, LON: 2.69361","Sóller, Spain",0,1,
"LAT: 39.11470, LON: -77.56580","Leesburg, VA",0,1,
"LAT: 39.96249, LON: -82.99949","Columbus, OH",0,1,
"LAT: 40.76254, LON: -73.97521","Manhattan, NY",0,1,
"LAT: -34.88330, LON: -56.16670","Montevideo, Uruguay",0,1,
"LAT: 40.76188, LON: -73.96826","Manhattan, NY",0,1,
"LAT: 41.01264, LON: -73.67895","Rye Brook, NY",0,1,
"LAT: 40.01913, LON: 116.37346","Beijing, People's Republic of China",0,1,
"LAT: 40.75673, LON: -74.00218","Manhattan, NY",0,1,
"LAT: 18.44580, LON: -66.26000","Dorado, Puerto Rico",0,1,
"LAT: 38.89700, LON: -77.02050","Washington, DC",0,1,
"LAT: 45.67061, LON: -111.07425","Bozeman, MT",0,1,
"LAT: 41.01278, LON: -73.67915","Rye Brook, NY",0,1,
"LAT: 40.69736, LON: -74.06771","Jersey City, NJ",0,1,
"LAT: 39.32280, LON: -120.26400","Truckee, CA",0,1,
"LAT: 33.75891, LON: -84.35259","Druid Hills, GA",0,1,
"LAT: 40.71462, LON: -73.96597","Brooklyn, NY",0,1,
"LAT: 40.44100, LON: -80.00000","Pittsburgh, PA",0,1,
"LAT: 40.44158, LON: -80.00861","Pittsburgh, PA",0,1,
"LAT: 40.44707, LON: -80.00598","Pittsburgh, PA",0,1,
"LAT: 38.89639, LON: -77.02950","Washington, DC",0,1,
"LAT: 32.18120, LON: -82.67280","Georgia, USA",0,1,
"LAT: 38.90089, LON: -77.05006","Washington, DC",0,1,
"LAT: 38.90002, LON: -77.02118","Washington, DC",0,1,
"LAT: 20.85963, LON: -156.66764","Lahaina, HI",0,1,
"LAT: 39.00491, LON: -76.89018","Greenbelt, MD",0,1,
"LAT: 38.90650, LON: -77.00490","Washington, DC",0,1,
"LAT: 39.14953, LON: -77.21339","Gaithersburg, MD",0,1,
"LAT: 38.97180, LON: -76.77500","Woodmore, MD",0,1,
"LAT: 38.88812, LON: -77.01288","Washington, DC",0,2,
"LAT: 38.94260, LON: -76.94360","Bladensburg, MD",0,1,
"LAT: 32.96005, LON: -117.26688","Del Mar, CA",0,1,
"LAT: -43.95692, LON: -93.42278","LAT: -43.95692, LON: -93.42278",0,1,
"LAT: 33.75934, LON: -84.35261","Druid Hills, GA",0,1,
"LAT: 40.76018, LON: -73.99113","Manhattan, NY",0,1,
"LAT: 40.50316, LON: -74.45252","New Brunswick, NJ",0,1,
"LAT: 38.97188, LON: -76.77500","Woodmore, MD",0,1,
"LAT: 42.36120, LON: -71.06067","Boston, MA",0,2,
"LAT: 33.84149, LON: -118.39119","Redondo Beach, CA",0,1,
"LAT: 33.81224, LON: -117.91888","Anaheim, CA",0,2,
"LAT: 33.80250, LON: -117.92000","Anaheim, CA",0,2,
"LAT: 44.26140, LON: -72.57280","Montpelier, VT",0,1,
"LAT: 35.69610, LON: 51.42310",Islamic Republic of Iran,0,1,
"LAT: 29.60273, LON: -95.26014","Houston, TX",0,1,
"LAT: 29.23453, LON: -96.20775","Texas, USA",0,1,
"LAT: 40.39830, LON: -80.60560","Weirton, WV",0,1,
"LAT: 40.75908, LON: -73.97993","Manhattan, NY",0,1,
"LAT: 44.49259, LON: -110.56641","Wyoming, USA",0,1,
"LAT: 45.59243, LON: -111.19286","Montana, USA",0,1,
"LAT: 38.33509, LON: -75.08344","Ocean City, MD",0,1,
"LAT: 38.88492, LON: -76.99674","Washington, DC",0,1,
"LAT: 41.89863, LON: -87.62349","Chicago, IL",0,1,
"LAT: 38.40386, LON: -122.82174","Sebastopol, CA",0,1,
"LAT: 38.92061, LON: -77.02738","Washington, DC",0,1,
"LAT: 38.88879, LON: -77.00584","Washington, DC",0,1,
"LAT: 41.91530, LON: -74.07690","Hurley, NY",0,1,
"LAT: 42.53468, LON: -77.10124","New York, USA",0,1,
"LAT: 40.95000, LON: -4.11667","Segovia, Spain",0,1,
"LAT: 40.89750, LON: -4.00458","San Ildefonso, España",0,1,
"LAT: 40.67238, LON: -73.95683","Brooklyn, NY",0,1,
"LAT: 43.89416, LON: -69.81612","Bath, ME",0,1,
"LAT: 43.90449, LON: -69.81475","Bath, ME",0,1,
"LAT: 38.77824, LON: -76.93842","Camp Springs, MD",0,1,
"LAT: 34.14382, LON: -118.14421","Pasadena, CA",0,1,
"LAT: 31.21359, LON: 121.43400","Shanghai, People's Republic of China",0,1,
"LAT: 31.22500, LON: 121.48500","Shanghai, People's Republic of China",0,1,
"LAT: 51.19766, LON: -0.84338","South East, England",0,2,
"LAT: 51.21229, LON: -0.79275","Farnham, England",0,2,
"LAT: 31.21600, LON: 121.45885","Shanghai, People's Republic of China",0,1,
"LAT: 34.35970, LON: -89.52610","Oxford, MS",0,1,
"LAT: 30.24842, LON: -81.64025","Southside, FL",0,1,
"LAT: 38.23605, LON: -75.13848","Maryland, USA",0,1,
"LAT: 48.84583, LON: 2.31839","Paris, France",0,1,
"LAT: 48.84586, LON: 2.31834","Paris, France",0,1,
"LAT: 40.15644, LON: -83.11806","Powell, OH",0,1,
"LAT: 41.83093, LON: -71.41484","Providence, RI",0,1,
"LAT: 42.34578, LON: -71.10703","Brookline, MA",0,1,
"LAT: 38.91081, LON: -77.04375","Washington, DC",0,1,
